id,tweet,sentimen,pos_words,neg_words
7909,pagi di tangal tua gini nykp ade saya brngkat shoping enaksyekale (✣� _✣�),,,
7910,memang dasarnya gampangan mah susah,,,
7911,jadi kpngen bakso malang ☹,,,
7912,itu sudah sayang terus g bilang begitu :o,,,
7913,iye asal jangan lama ae lama saya tingal kamu ! 3menit dari otw wait ye,,,
7914,kalau sudah sayang pasti punya seribu cara untuk dapat terus mempertahankan,,,
7915,selagi kita masih bisa membuat orang di sekitar kita tersenyum kita lakukan hal tersebut sebelum kita tidak-bisa melakukan nya :),,,
7916,pengen rotbar (�✣� ✣� �) pasti ramai malam mingu ┒(✣�✣)┞,,,
7917,haha bagus saya single tetap bahagia ko :),,,
7918,oke cit,,,
7919,bukan jidat a min tapi gigi a selamat malam komandan yang karirnya makin bersinar seperti jidatnya :d,,,
7920,tertawa adalah cara paling ampuh untuk menyembunyikan masalah,,,
7921,sekarang sudah jarang update luyo kamu sangat y sal jaman ini semakin aneh~ luka parah bukanya diobati,,,
7922,kenapa lama coba,,,
7923,masih lama mbak terakhir saja tanggal 13juni mbak -,,,
7924,rtkeras! lagi berbicara sma guenya beda cerita sma tmn2 kamu tambah beda wkwkwk lucu yakan! cepu!,,,
7925,tidak-sempurna memang tapi serius senang sekali alhamdulilah buat semua yang sudah dipunya sekarang �,,,
7926,selamat pagi teteh cantik ku semoga hari ini sempurna :d,,,
7927,oh iyo ding ha sing bicara kui mal yo siapa bec haha widibebec: wa kui warung je mas sesok nek pas,,,
7928,banyumas #spikquestions ibu kamu asli mana,,,
7929,#nw jang ok jung ep8 woh sudah mulai ramai nih ok jung'ny d angkat jadi selir,,,
7930,hapy b'day mba semoga barakah sehat dan bahagia bersama keluarga amin,,,
7931,keren ! bersama edelwaise yang masih lucu dan malu c :,,,
7932,like this ;) tapi mereka tdak pernah merasa tidak-tahu diri kan mnurut mereka tidak-salah sama sekali,,,
7933,mungkin kalian melihatku baik saja tapi jiwa ku sakit -_- ya alah swt kuat kan aku,,,
7934,katanya cewek cantik tidak-sombong folback dong :d,,,
7935,cian ( iye lagi kesepian pacar lagi sibuk sama kesibukanya! wk tidak-biasa mengajak,,,
7936,masalah sekecil apapun itu harus bisa jadi pembelajaran diri untuk menjadi lebih dewasa dalam berfikir :') siap selalu dilaksanakan :d,,,
7937,sakit sakit gini kenapa banyak urusan saya !,,,
7938,satu cerita mengukap semua kebenaran ☺,,,
7939,nga kemana-mana seharian dirumah orang pala saya pusing seharian ini terus tadi tiba-tiba kuping panas tapi sekarang badan malah skt:,,,
7940,hahaha ya kali  begitu kamu mkirnya nanti saya kaya si itu tu :d yang suka ngedeketin gebetan teman :d ahahaha #pis,,,
7941,baju celana sepatu sudah undercontrol samoah nd yang paling penting unforgot the bike hihi,,,
7942,dulu waktu kecil saya itu sok pintar ada ide-ide eh mama percaya saja ide saya paralon saya masukin korek pecah deh -bs,,,
7943,liburanya dikasur saja lebih enak nyaman gpk biaya dan so pasti lebih leluasa mau ngapain saja haha,,,
7944,hey next harus formasi lengkap ama ya senang buanget bisa quality time ma kalian,,,
7945,nih :p eh eh apa lagi tu pasti aneh kan awas ya tak kosek wkwkwk dasar bocil :p #apalahini :d,,,
7946,kebiasan deh ni sakitnya datang di sat yang tidak-tepat > <,,,
7947,jadi sedih tadi di telepon katanya kangen mau dengar suara aku (�✣�) mis you so much,,,
7948,salah sekali dengar lagu ini kangen ♫ yogyakarta (klakustik) by kla project —,,,
7949,s suju lagi malas nonton tv - wkak,,,
7950,ini lokasi tulisanya ko gede kecil gini ( ) | music private (at alegro music) —,,,
7951,m oh ya tidak-deh kayaknya wkwkwk belin orang saja bisa dompet sudah buluk parah robek -_-,,,
7952,saya absen kalau tangal itu sudah ada acara lain semangat saja buat alif,,,
7953,oke,,,
7954,kang sule kumaha atuh eta jadi si naga bonar teh teu ganas pisan euy hehehe frikitiew,,,
7955,sudah pada senang kan baguslah lupain �j� saya,,,
7956,monang noh anak gorila anak kecil anak gorila iya (‾_‾)♉ huh cemen,,,
7957,selamat tanggal selamat tahun kita loveyouya{},,,
7958,nomor orang tidak-jelas,,,
7959,c | masih agnes monimba pernahkah kamu salah tapi disalahkan ( ),,,
7960,deadline 'june harus segera rapi revisi ta tugas web uas event cepat selesai wisuda bismilahirohmanirohim,,,
7961,cie tua cie haha met milad ya ketu barokaloh :),,,
7962,selamat pagi! :d (at gentari's rom) —,,,
7963,kenapa jadi tidak-enak body begini sih :'(,,,
7964,what langsung setres abis saya folbek haha salah satu fans saya � hehe,,,
7965,apan masa saya salah sudah tidak-ada rit salah x lurt tadi pas (cont),,,
7966,iya ada wa kan gampang lah cin semingu sebelum ospek katanya kebl dulu cha ukur baju ama jins iya disitu juga,,,
7967,iyah makasih yah eka buat doanya benar-benar menyiksa sangat ini sakitnyav,,,
7968,bulan seting dp pearl demon drive kok tidak-dapat yang enak ya - -,,,
7969,salah ngeker itu akibatnya fatal!,,,
7970,haha bukan sibuk lagi mer ini mah tapi mungkin sudah lupa kali :&,,,
7971,mana ada sih orang yang senang di cuekin - #omspiktanya ya atau tidak: bencidicuekin,,,
7972,macet broh,,,
7973,sama orang na hehe kesal sama siapa tidak-papa na lagi kesal saja :-) kenapa onel,,,
7974,alah saya kata aman naik motor sama polisi tenyata begitu,,,
7975,kurang kerjan sekali neng :'| blue,,,
7976,lah ketemu dimana hm ketemu orang kenapa sabar bu,,,
7977,wanita yang tahu dan minta emas karat sama saya ms bilang kalau diriny suci hm u must be joking me -_- hahahaha :d,,,
7978,bismila semoga ini jalan yang benar ya alah,,,
7979,nah itu yang susah kalau begitu hahaha,,,
7980,ribu ras bisa nego lah tapi negonya ingat alah ye tawarin ibet noh biar kece dan maco naik vespa,,,
7981,apa nih pertanyanya sudah tidak-sabar nungu :),,,
7982,yakin tidak-ah takut d marahin putri wkwk,,,
7983,ohtuhan angktnya lama bgt!,,,
7984,jual pocketbac murah meriah 190-30 saja,,,
7985,padahal tadu sudah makan tapi perut masih berasa kosong u u,,,
7986,hahaha duh kalau itu khusus buat boleh lah di coba pakai papan si jack,,,
7987,oh benar juga ti tetanga jauh ya orang dmeruya tidak-begitu jauh sih ti kalau ke rumah lunya naik bmw mah dwechat katanya tidak-bisa tidur kamu,,,
7988,makan-makanlah akhirnya uas selesai~ （ �∀｀） jam tidur sepertinya sudah bisa kembali normal heheh,,,
7989,terkadang menangis bukan karena lemah tetapi cukup kuat menahan air mata dengan waktu yang sangat lama,,,
7990,bilang saja mau diucapin gnight ama saya wkwks anak alay mau tidur :p #eh,,,
7991,iya tidak-apa-apa biar dia sehat ya hatinya d,,,
7992,haha kan yang suka mengajak itu kamu tan hahaha ya apa saja tan semuanya harus jujur biar berbuah manis tan hahahaha :p,,,
7993,p: mahal tiket jam yang jam ji ada m: jam p: habis m:brp kah yang jam p: m: jam p: m: jiah beda sedikit ji -_-,,,
7994,damn headsetnya ketingalan lagi di warung bibi yanti lagi tadi pas mau pulang di suruh mampir ke warungnya dulu mudah2an tidak-ilang,,,
7995,lah temenan si ama saya ada nyantumin saya jadi kponakanya dia iya benar tapi ko tidak-bertemanan sama kamu sudah cuma saprol saja,,,
7996,beda dong sama saja _ pusing pala bapak puyeng pala ibu,,,
7997,yah namanya juga hidup tidak-selamanya manis terus,,,
7998,serius sekali neng (at hoka hoka bento atrium plaza) [pic] —,,,
7999,sabar biarin ngebet sangat kamu cepat :p unfol ya,,,
8000,tenang saja wkwkwkwk,,,
8001,bagus doain saja mas biar cepat hihirt hehe bumil sexy pasti dong kudu suami siaga jam kapan u susul kya,,,
8002,berlaku sesuka hatinya apa dia memikirkan perasan saya :'( sabar vhie kamu kuat ko o:),,,
8003,tl ramai pada nge twet gempa kapan sih alhamdulilah tidak-merasa :),,,
8004,alhamdulilah ya alah aku bersyukur atas nikmat mu hari ini,,,
8005,so swet : : :d ahahaha hahaha kalau kamu senang saya ikut senang ko mit hehehe enak dibilang syahrind,,,
8006,pagi yang dingin,,,
8007,belum ada yang datang ini tan bu ina sudah ada deh kalau tidak-salah sudah otw ke sini,,,
8008,naon jeungs yang sudah fix brand-nya cie fansnya liminho haha grup line le min ho ramai benar,,,
8009,ehem muntahmuntah i'm at ya kun kaya toast w/ prayudilim,,,
8010,nunguin orang troubleshot dari siang kaga selesai woy buruan kenapa rumah saya jauh nih (at central park) —,,,
8011,ayok tapi kapan2 saja ya sel soalnya saya sibuk banyak shoting wkwkwk,,,
8012,mending muka kamu saja sudah yang w strika biar halus tidak-kucel hahaha,,,
8013,asli ngeri model nya jika ya om,,,
8014,noy! enip pienip noy longlast&kep romantic doain emak cepat susul yak:3♥,,,
8015,selamat pagi akhirnya masih ingat cara bangun pagi :d,,,
8016,selamat pagi yang terbangsat !,,,
8017,wkwkwk tahu sudah keluh mele ! :| ada yang aneh tidak-besok tanggal merah di itung,,,
8018,selamat sarjana say doakan aku segera menyusul :d macih sidang say mangat yah :d,,,
8019,nanti kalau sudah mati pacar kita almarhum dong jorokin ke jurang ngapain ke gunung,,,
8020,sampai rumah dengan selamat :),,,
8021,mending kithati kalau mules bikin malas kamu pilih bangun bangun mules atau bangun bangun sakit hati,,,
8022,cuma tidak-pernah merasa jadi yang spesial itu saja,,,
8023,lebih baik lah din,,,
8024,hapy aniv ke juga sayang ku,,,
8025,hehehe peluk {} oke oke ditungu ya beb :,,,
8026,haha ru penuh dengan lote mart,,,
8027,kenapa ya jawaban terakhir itu air mata~,,,
8028,saya gaktau nomor coba tanyain is _ lumayan kan bisa main daripada bosan memikirkan ketoprak wkwk,,,
8029,bola salam sepakbola hehehe salam sayang dari aku salam hangat dari jogja,,,
8030,sinyal parah kalau tidak-pakai wifi tidak-bisa,,,
8031,terkadang melakukan kegilan bersama sahabat itu menyenangkan :d,,,
8032,baru kali ini terjepit diam tidak-marah tidak-nangis kamu orang apa patung met,,,
8033,jika anda ingin awet muda kurangin tidur perbanyak minum kopi ha ha ha i love u ful #mbah surip (kakek ogut) :d,,,
8034,wkwkhaha kalau kaka tidur malam nanti kaka sakit kalau kaka sakit nanti vira sedih,,,
8035,morning pagi hari di umur yang baru :d bismilah kedepan lebih baik ibadah dan semuanya,,,
8036,soto betawi menir :d aku rindu makanan indonesia apa yang harus saya makan kali ini ketika saya di indonesia :-),,,
8037,tidak-manda dea dari pagi soalnya disekolah eh salah maksud manda ipa,,,
8038,nyam nyam (at atrium mulia lantai 7) [pic] —,,,
8039,yang benar saja kamu,,,
8040,sayang siapa tu,,,
8041,rahasia jujur aja~ dewfacnthya: bhaha astaga pede benar kangen saya astaga,,,
8042,kamu paham lama untuk teman aku di malaysia saja di indonesia gag tahu deh,,,
8043,balikan sama mantan yaelah kaya tidak-ada cowo/cewe jae diluar!,,,
8044,tetap cantik eh mbak endel :) bismilah move on benso :),,,
8045,selamat fathin :),,,
8046,dih maunya elu itu sih bilang saja ni orang masih saja cari ribut ! saya cipok juga nanti,,,
8047,cinta membuat orang lemah menjadi kuat dan orang kuat menjadi lemah ;) #morning,,,
8048,sakit perot :3,,,
8049,yang tadi ya wkwkwkwk jelek sekali sumpah itu muka ),,,
8050,pre order mu final ucl on hand juni dp terakhir selasa mei pin b 25f76c2d,,,
8051,balik sok lebaran wkwkwkwk ho o sip koe ra balik og yo final ndek klaten:d koyo dbl lg(y) banga!,,,
8052,iya deh iya lagi apa kamu sudah lama kali owh sudah tahu saya kira tidak-tahu sudah tahu :p,,,
8053,kamu yang jbjb duluan ye stres banga lah orang saya sekolah ya kicep aye kamu so kenal kamu baru kelas saja bang,,,
8054,itu ips yang dibuku tulis apan mjbrt serius tidak-besok tidak-ada pr\m/,,,
8055,asik nyo berangkat tenang saja lagi banyak duit neh byarin ya ;) ikut beb,,,
8056,karena antik kangen d fv belajar ber3 kangen mading kangen fv! jadi saya menemani,,,
8057,tapi tadu sukses kan beb osce nya iya beh balik solo :( jadinya pulang solo beb kenapa pas osce,,,
8058,prnh~rt #cners pernah nangis pas diputusin,,,
8059,meskipun hatimu mampu menentukan siapa yang kamu inginkan namun hanya sikapmu yang menentukan siapa yang akan tingal bersamamu,,,
8060,mungkin dengan begitu dia bahagia sudahlah :'),,,
8061,salah nungu orang saya sepertinya,,,
8062,haha kaga caya saya palelu fitnah real men haha fitnah wkwk agustinenurma: beuh dari dulu kale :p,,,
8063,oke sip hahaha nanti deh yah kalau main lagi kamu saya ajak yah tidak-liat makanya kalau main,,,
8064,ojek cinta tsah dan juga anter jemput pst'a #ge sedikitpun akan kuluangkan waktu untuk dengan mu walau hanya,,,
8065,yoi hahaha :p haha kaya buah musiman:p,,,
8066,bknya busnya baru ya bus transjakarta kebakaran di jalan gajah mada (dekat plaza gajah mada),,,
8067,makasih yah semangat juga b3 besok yh,,,
8068,harus lah kita kan sudah gede :p hahahaha tidak-biasa sangat ya kita bicara a benar,,,
8069,ingat ko ingat iya luoa tuh nama tempat nya kabar baik kalau kamu gimana lupa ape makan nasigoreng disenayan,,,
8070,sebenarnya aku tidak-terlalu suka kamu kerja jauh2 tapi aku tidak-mau larang2 karier kamu asal positif gud luck sayang #gilang,,,
8071,oh yang ganteng anak kecil nya apa aku nya,,,
8072,tuh ~) le kwang so berubah jadi chef tampan untuk 'dating agency:cyrano',,,
8073,mama roz buat anak kos yang kurang serat [pic] —,,,
8074,ebuset jangan salah ngartin mba,,,
8075,tugas kita cuma ini : mencintai dan terus mendukung 2pm sampai kapanpun dalam keadan baik ataupun buruk setuju :),,,
8076,ini pakebhl bukanya kurus malah tambah2 gemuk gangefek nih idiw-_-,,,
8077,get wel very son baby nandria :( semoga gigi dedek cepat tumbuh ya biar panasnya… (at home swet home) [pic] —,,,
8078,oh kalau yang itu mah permanent deh takdir dari sono'a kalau cakap mah,,,
8079,salah lingkungan itu saja si intinya,,,
8080,malas nonton ya besok nih foto jkt48&coboy junior waktu taping di talkshow (cont),,,
8081,trg dua samasama main purapura ngana purapura sayang kita purapura nintau kalau ngana cuma purapura #eh,,,
8082,sudah kesekian kalinya saya bilang si abang mirip mirip orang org~ bersyukur lah bang kamu mirip mirip orang orang terkenal :d,,,
8083,pas ditanya jawabnya ada yang salah:'(,,,
8084,kamu ditabrak apa gimana ke rumah sakit mana beb,,,
8085,benar kan apa kata saya kalau kuku saya dpotongin jari2 tangan saya jadi pada buntet ish u u serasa tidak-punya tanganlah saya,,,
8086,banyak sangat kerjan padahal mau pulang cepat �,,,
8087,dulu kalau sudah bisa koprol main karet dengan ketingian dengan tangan merdeka itu rasa keren d,,,
8088,semangat semangat! lalalayeyeyelalalayeyeye :d :d,,,
8089,visiting eldest aunty (at rumah sakit puri indah) —,,,
8090,gemini kesehatan: jangan sembarangan membeli obat di warung sebab bila sampai salah obat yang rugi anda sendiri juga,,,
8091,i'm at kota harapan indah (bekasi indonesia),,,
8092,gotzw kecewa lah saya ama kamu #alay,,,
8093,suap kecil sekali dong :o,,,
8094,papa itu sabar overprotective penyayang royal humble konyol juga suka bercanda sama teman saya yang datang kerumah^ pokoknya papa itu->,,,
8095,pusing memuncak�,,,
8096,oh yaudah saya juga engak deh wk adat apa saja kan ya ria pengumuman kan ada yang di sms bos ya kalau di sms bos nge dm yah,,,
8097,yang mahal pasti lebih berkualitas #katanya,,,
8098,metro nge benar angkot naik jadi parah benar !,,,
8099,iya kaya di iklan2 bep noda hitam hilang,,,
8100,mingu satu kata yang selalu di tungu tapi pas hari itu berlangsung pengen cepet2 hari senin -_-,,,
8101,cukup tahu ya saya sama sungmin sama unyuk yang jilat2 jari terus mirip gtu- -,,,
8102,jengkol mahal masih ada pete kog (�),,,
8103,tidak-enak d rs jadi d rawat d t4 bibi aku kakak dirawat di rs ya,,,
8104,akhirnya indonesia dingin juga \m/,,,
8105,tidak-pkl cuma garagara sakit saja yalah mau sembuh :'( sakit begini terus (-�-�-�_-�-�-�),,,
8106,bukan mika il kaca mika imamjudi: bukti anak kecil tidak-pernah bong keponakan saya bilang saya mirip mika,,,
8107,mayan mpe utah lama trash wendel,,,
8108,hal dalam hidup yang jangan sampai hilang yaitu: kehormatan harapan dan kejujuran,,,
8109,skarang di tulisin bo jauh deket ibu2 protes sudah,,,
8110,wajar din anak kecil sabar,,,
8111,kematian akibat penolakan rumah sakit masih tingi mana pks,,,
8112,kampret yang ada kamu nanti yang dimakan lele ahaha makan lele minum baygon pusing :(,,,
8113,ini lama mending tidur dulu ~,,,
8114,jika mahasiswa sampai anarkis karena mereka yang memulai untuk anarkis hukum alam tidak-ada aksi jika tidak-ada reaksi,,,
8115,jangan biarkan seseorang tidur dengan air mata selamat malam,,,
8116,liat berita di tv one headline nya 'rekening gendut polisi' waw,,,
8117,banyak sangat penipuan sih,,,
8118,cie bajunya saman haha jadi ingat :drt ulfiwuland: cie cie selamat ulangtahun ya dut :d sukses segala a,,,
8119,haha sial :o itu mah hobi kamu mik bom dijalan saja as haha pis :d memang yah paling,,,
8120,shigit wiguna subur sabar,,,
8121,wkwkwkwk ada kuis di yang hadiah nya pulsa! jadi buat mama mama atau siapapun itu yang suka minta pulsa mending,,,
8122,yang mana kesal saya ingat yang tdrt apa nyok nyonyo�,,,
8123,berarti yang murni kan,,,
8124,pada kenapa kali kamu ber2 iyak anda benar \(^▿^)/,,,
8125,tuhkn ahaha -_- tidak-mungkin :) tidak-minta -_- amay_2512: tidak-diksih tobat  begitu ye haha,,,
8126,sabar yo :d,,,
8127,tidak-jelas lau cink wmwm,,,
8128,aduh berenang gratis tuh ta hehehe padahal mau anterin jco kerumah kamu tapi lagi banjir ya wkwkwkw,,,
8129,i'm just a normal human being i can be nice also can be rough depent on what you want me to be ! !,,,
8130,rindu rindu rindu andem (�✣�),,,
8131,hapy birthday :d makin tua ye wkwkw :d the best for you ah bang ! :d,,,
8132,cie dareza ada sang mantan di sctv mb senang nih ye,,,
8133,wk jih jahat kamu kak malesin iya jar tar tidak-kita bantuin deh iya kalau butuh uang,,,
8134,meskipun tidak-jadi juara idol pencapaianya ke besar sudah hebat sangat soalnya dia tidak-diungulin,,,
8135,pusing angkat tangan,,,
8136,hm tadi diajak gakmau�rt warnanya sama kaya anting aku kan beda kali yang lagi liburan mah tidak-mengajak anak euy�rt,,,
8137,kalem karena responya lamban - -,,,
8138,saya benci sama,,,
8139,bodoh adalah sibuk merindukan orang yang sibuk mengacuhkanmu,,,
8140,hari mingu ceria bersama sunio dan kutumbaba (with and at sen ju ramen) [pic] —,,,
8141,baru sadar saya mas- - dari kemarin juga kece tidak-biasa avanya kece mas _ eh-_-,,,
8142,kikil mantap mari makan � � (with and rany at rm padang dibao untuang) [pic] —,,,
8143,mom n daughter in alay style [pic] —,,,
